Date,Open,High,Low,Close,Adj Close,Volume
10/18/2019,27004.49023,27018.25,26770.13086,26770.19922,26770.19922,288970000
10/21/2019,26852.66992,26852.66992,26747.61914,26827.64063,26827.64063,241030000
10/22/2019,26850.42969,26946.64063,26782.60938,26788.09961,26788.09961,265510000
10/23/2019,26835.24023,26896.89063,26745,26833.94922,26833.94922,247680000
10/24/2019,26893.92969,26931.7793,26714.33984,26805.5293,26805.5293,253590000
10/25/2019,26789.60938,27015.36914,26765.67969,26958.06055,26958.06055,274610000
10/28/2019,27040.33008,27167.88086,27028.71094,27090.7207,27090.7207,290770000
10/29/2019,27061.07031,27165.93945,27039.75977,27071.46094,27071.46094,269610000
10/30/2019,27110.71094,27204.35938,26999.64063,27186.68945,27186.68945,231750000
10/31/2019,27188.36914,27188.36914,26918.28906,27046.23047,27046.23047,270910000
11/1/2019,27142.94922,27347.42969,27142.94922,27347.35938,27347.35938,270870000
11/4/2019,27402.06055,27517.58008,27402.06055,27462.10938,27462.10938,273030000
11/5/2019,27500.23047,27560.35938,27453.55078,27492.63086,27492.63086,286350000
11/6/2019,27502.74023,27526.05078,27407.81055,27492.56055,27492.56055,237910000
11/7/2019,27590.16016,27774.66992,27590.16016,27674.80078,27674.80078,259020000
11/8/2019,27686.19922,27694.94922,27578.9707,27681.24023,27681.24023,221440000
11/11/2019,27580.66016,27714.39063,27517.66992,27691.49023,27691.49023,202350000
11/12/2019,27701.58984,27770.85938,27635.32031,27691.49023,27691.49023,213670000
11/13/2019,27622.03906,27806.40039,27587.19922,27783.58984,27783.58984,278390000
11/14/2019,27757.19922,27800.71094,27676.9707,27781.96094,27781.96094,303970000
11/15/2019,27843.53906,28004.89063,27843.53906,28004.89063,28004.89063,283720000
11/18/2019,27993.2207,28040.9707,27969.24023,28036.2207,28036.2207,252320000
11/19/2019,28079.75977,28090.21094,27894.51953,27934.01953,27934.01953,245890000
11/20/2019,27879.55078,27897.2793,27675.2793,27821.08984,27821.08984,258140000
11/21/2019,27820.2793,27828.33008,27708.33984,27766.28906,27766.28906,232020000
11/22/2019,27831.23047,27898.46094,27773.98047,27875.61914,27875.61914,214780000
11/25/2019,27917.76953,28068.68945,27917.76953,28066.4707,28066.4707,248420000
11/26/2019,28080.75,28146.01953,28042.21094,28121.67969,28121.67969,324050000
11/27/2019,28156.4707,28174.9707,28075.23047,28164,28164,198210000
11/29/2019,28103.16016,28119.50977,28042.5293,28051.41016,28051.41016,120630000
12/2/2019,28109.74023,28109.83984,27782.34961,27783.03906,27783.03906,236610000
12/3/2019,27501.98047,27524.74023,27325.13086,27502.81055,27502.81055,275350000
12/4/2019,27634.63086,27727.44922,27612.08008,27649.7793,27649.7793,218200000
12/5/2019,27736.05078,27745.19922,27562.80078,27677.78906,27677.78906,208600000
12/6/2019,27839.67969,28035.84961,27839.67969,28015.06055,28015.06055,223310000
12/9/2019,27987.05078,28010.41992,27906.14063,27909.59961,27909.59961,217000000
12/10/2019,27900.65039,27949.01953,27804,27881.7207,27881.7207,213250000
12/11/2019,27867.31055,27925.5,27801.80078,27911.30078,27911.30078,213510000
12/12/2019,27898.33984,28224.94922,27859.86914,28132.05078,28132.05078,277740000
12/13/2019,28123.64063,28290.73047,28028.32031,28135.38086,28135.38086,250660000
12/16/2019,28191.66992,28337.49023,28191.66992,28235.89063,28235.89063,286770000
12/17/2019,28221.75,28328.63086,28220.56055,28267.16016,28267.16016,286770000
12/18/2019,28291.43945,28323.25,28239.2793,28239.2793,28239.2793,289890000
12/19/2019,28278.31055,28381.48047,28278.24023,28376.96094,28376.96094,262570000
12/20/2019,28608.64063,28608.64063,28445.59961,28455.08984,28455.08984,603780000
12/23/2019,28491.7793,28582.49023,28491.7793,28551.5293,28551.5293,223530000
12/24/2019,28572.57031,28576.80078,28503.21094,28515.44922,28515.44922,86150000
12/26/2019,28539.46094,28624.09961,28535.15039,28621.39063,28621.39063,155970000
12/27/2019,28675.33984,28701.66016,28608.98047,28645.25977,28645.25977,182280000
12/30/2019,28654.75977,28664.68945,28428.98047,28462.14063,28462.14063,181600000
12/31/2019,28414.64063,28547.34961,28376.49023,28538.43945,28538.43945,193340000
1/2/2020,28638.9707,28872.80078,28627.76953,28868.80078,28868.80078,251820000
1/3/2020,28553.33008,28716.31055,28500.35938,28634.88086,28634.88086,239590000
1/6/2020,28465.5,28708.01953,28418.63086,28703.38086,28703.38086,252760000
1/7/2020,28639.17969,28685.5,28565.2793,28583.67969,28583.67969,258900000
1/8/2020,28556.14063,28866.17969,28522.50977,28745.08984,28745.08984,291750000
1/9/2020,28851.9707,28988.00977,28844.31055,28956.90039,28956.90039,275060000
1/10/2020,28977.51953,29009.07031,28789.09961,28823.76953,28823.76953,237830000
1/13/2020,28869.00977,28909.91016,28819.42969,28907.05078,28907.05078,249830000
1/14/2020,28895.5,29054.16016,28872.26953,28939.66992,28939.66992,287440000
1/15/2020,28901.80078,29127.58984,28897.34961,29030.2207,29030.2207,260270000
1/16/2020,29131.94922,29300.32031,29131.94922,29297.64063,29297.64063,252110000
1/17/2020,29313.31055,29373.61914,29289.91016,29348.09961,29348.09961,321820000
1/21/2020,29269.05078,29341.21094,29146.4707,29196.03906,29196.03906,320640000
1/22/2020,29263.63086,29320.19922,29172.25977,29186.26953,29186.26953,283440000
1/23/2020,29111.01953,29190.4707,28966.98047,29160.08984,29160.08984,307060000
1/24/2020,29230.39063,29288.78906,28843.31055,28989.73047,28989.73047,380010000
1/27/2020,28542.49023,28671.78906,28440.4707,28535.80078,28535.80078,337270000
1/28/2020,28594.2793,28823.23047,28575.75,28722.84961,28722.84961,330140000
1/29/2020,28820.5293,28944.24023,28728.18945,28734.44922,28734.44922,302290000
1/30/2020,28640.16016,28879.71094,28489.75977,28859.43945,28859.43945,326850000
1/31/2020,28813.03906,28813.03906,28169.5293,28256.0293,28256.0293,403890000
2/3/2020,28319.65039,28630.39063,28319.65039,28399.81055,28399.81055,307910000
2/4/2020,28696.74023,28904.88086,28696.74023,28807.63086,28807.63086,332750000
2/5/2020,29048.73047,29308.89063,29000.84961,29290.84961,29290.84961,357540000
2/6/2020,29388.58008,29408.05078,29246.92969,29379.76953,29379.76953,263700000
2/7/2020,29286.91992,29286.91992,29056.98047,29102.50977,29102.50977,252860000
2/10/2020,28995.66016,29278.07031,28995.66016,29276.82031,29276.82031,250510000
2/11/2020,29390.71094,29415.39063,29210.4707,29276.33984,29276.33984,279540000
2/12/2020,29406.75,29568.57031,29406.75,29551.41992,29551.41992,309530000
2/13/2020,29436.0293,29535.40039,29345.92969,29423.31055,29423.31055,291150000
2/14/2020,29440.4707,29463.03906,29283.17969,29398.08008,29398.08008,231000000
2/18/2020,29282.7793,29330.16016,29116.81055,29232.18945,29232.18945,256600000
2/19/2020,29312.69922,29409.08984,29274.38086,29348.0293,29348.0293,240640000
2/20/2020,29296.25,29368.44922,28959.65039,29219.98047,29219.98047,287780000
2/21/2020,29146.5293,29146.5293,28892.69922,28992.41016,28992.41016,311210000
2/24/2020,28402.92969,28402.92969,27912.43945,27960.80078,27960.80078,452580000
2/25/2020,28037.65039,28149.19922,26997.61914,27081.35938,27081.35938,513270000
2/26/2020,27159.46094,27542.7793,26890.9707,26957.58984,26957.58984,472450000
2/27/2020,26526,26775.31055,25752.82031,25766.64063,25766.64063,664980000
2/28/2020,25270.83008,25494.24023,24681.00977,25409.35938,25409.35938,915990000
3/2/2020,25590.50977,26706.16992,25391.96094,26703.32031,26703.32031,637199851
